domain,category,keywords_in_space,etv_in_space,traffic_share_pct,avg_position,visibility
parkerbaby.com,brand/retail,3,76,0.0,31.0,0.0
artgeek.io,brand/retail,3,76,0.0,34.7,0.0
vintageshowercurtainshop.com,brand/retail,3,76,0.0,36.7,0.0
dinkumtribe.com,brand/retail,3,76,0.0,38.7,0.0
hivepalmbeach.com,brand/retail,3,76,0.0,16.7,0.1
switchbacktravel.com,brand/retail,4,76,0.0,22.0,0.4
daniadown.com,brand/retail,5,76,0.0,16.6,0.3
streetphotographersfoundation.com,brand/retail,16,76,0.0,37.8,0.0
permies.com,brand/retail,2,76,0.0,7.0,0.8
kotisdesign.com,brand/retail,2,76,0.0,7.0,0.8
tiffanyrose.com,brand/retail,2,75,0.0,18.5,0.1
thelatchlink.com,brand/retail,2,75,0.0,23.0,0.1
hellobeautiful.com,brand/retail,1,75,0.0,15.0,0.1
geckobrands.com,brand/retail,1,75,0.0,15.0,0.1
productreview.com.au,brand/retail,1,75,0.0,15.0,0.1
lorikennedyquilts.com,brand/retail,1,75,0.0,15.0,0.1
mioeco.com,brand/retail,1,75,0.0,15.0,0.1
traveliowa.com,brand/retail,1,75,0.0,15.0,0.1
basiclayers.com,brand/retail,1,75,0.0,15.0,0.1
es.pons.com,brand/retail,1,75,0.0,15.0,0.1
pcc.edu,brand/retail,2,75,0.0,17.0,0.1
sew4home.com,brand/retail,3,75,0.0,20.0,0.3
safeway.com,brand/retail,2,75,0.0,14.0,0.1
maysonswineshop.com,brand/retail,1,75,0.0,10.0,0.1
shop.piazzahospitality.com,brand/retail,1,75,0.0,10.0,0.1
theretroset.com,brand/retail,1,75,0.0,10.0,0.1
neversaydiebeauty.com,brand/retail,1,75,0.0,10.0,0.1
tabs.ultimate-guitar.com,brand/retail,1,75,0.0,10.0,0.1
laurenlola.com,brand/retail,1,75,0.0,10.0,0.1
athinkinganimalblog.wordpress.com,brand/retail,1,75,0.0,10.0,0.1
courtpass.nycourts.gov,brand/retail,1,75,0.0,10.0,0.1
gilead.com,brand/retail,1,75,0.0,10.0,0.1
beyondsleep.com.hk,brand/retail,7,75,0.0,46.1,0.0
realhomes.com,brand/retail,9,75,0.0,44.4,0.1
alleventsrentslinens.com,brand/retail,7,75,0.0,39.4,0.0
craft-e-corner.com,brand/retail,2,75,0.0,11.0,0.2
novaformcomfort.com,brand/retail,2,75,0.0,23.5,0.2
bedbathntable.com.au,brand/retail,22,75,0.0,45.4,0.0
linenclub.com,brand/retail,20,75,0.0,43.0,0.1
commahome.com,brand/retail,4,75,0.0,28.2,0.4
allprintablepages.com,brand/retail,2,75,0.0,9.5,0.3
vectorstock.com,brand/retail,5,75,0.0,15.0,0.2
regalrexnord.com,brand/retail,1,75,0.0,5.0,0.6
fabricmerchants.com,brand/retail,1,75,0.0,5.0,0.6
worldofbalneario.com,brand/retail,1,75,0.0,5.0,0.6
vrsani-co.co.uk,brand/retail,1,75,0.0,5.0,0.6
arlingtonmachinery.com,brand/retail,1,75,0.0,5.0,0.6
whitecap.com,brand/retail,1,75,0.0,5.0,0.6
madejustsew.com,brand/retail,1,75,0.0,5.0,0.6
crownuniform.com,brand/retail,1,75,0.0,5.0,0.6
enovis.com,brand/retail,1,75,0.0,5.0,0.6
cookingfromheart.com,brand/retail,1,75,0.0,5.0,0.6
airportag.com,brand/retail,1,75,0.0,5.0,0.6
blog.lostartpress.com,brand/retail,1,75,0.0,5.0,0.6
pureenrichment.com,brand/retail,1,75,0.0,5.0,0.6
lewiscreative.ca,brand/retail,1,75,0.0,5.0,0.6
alpacathreadz.com,brand/retail,1,75,0.0,5.0,0.6
mrjonathan.com,brand/retail,1,75,0.0,5.0,0.6
communityimpact.com,brand/retail,1,75,0.0,5.0,0.6
surefront.com,brand/retail,1,75,0.0,5.0,0.6
adodsons.com,brand/retail,1,75,0.0,5.0,0.6
loganchiropractichealthcenter.com,brand/retail,1,75,0.0,5.0,0.6
premierprintsinc.com,brand/retail,1,75,0.0,5.0,0.6
notinregs.com,brand/retail,1,75,0.0,5.0,0.6
oombawkadesigncrochet.com,brand/retail,1,75,0.0,5.0,0.6
liveworksheets.com,brand/retail,1,75,0.0,5.0,0.6
lorellfurniture.com,brand/retail,1,75,0.0,5.0,0.6
indexpackaging.com,brand/retail,1,75,0.0,5.0,0.6
flat.io,brand/retail,1,75,0.0,5.0,0.6
thesweetwatercoshop.com,brand/retail,1,75,0.0,5.0,0.6
laundryservices.org,brand/retail,1,75,0.0,5.0,0.6
thequiltedbeehive.com,brand/retail,1,75,0.0,5.0,0.6
threebaleshomesupply.com,brand/retail,1,75,0.0,5.0,0.6
nuheat.com,brand/retail,2,75,0.0,7.5,0.8
blackbirdfabrics.com,brand/retail,2,74,0.0,19.0,0.1
metro.co.uk,brand/retail,1,74,0.0,12.0,0.1
mypatriotsupply.com,brand/retail,1,74,0.0,12.0,0.1
woolcouturecompany.com,brand/retail,1,74,0.0,12.0,0.1
canalplastic.com,brand/retail,1,74,0.0,12.0,0.1
tagvenue.com,brand/retail,1,74,0.0,12.0,0.1
the-travel-bunny.com,brand/retail,1,74,0.0,12.0,0.1
sigmaaldrich.com,brand/retail,1,74,0.0,11.0,0.1
petassure.com,brand/retail,1,74,0.0,11.0,0.1
junoshowers.com,brand/retail,1,74,0.0,11.0,0.1
sherpanests.com,brand/retail,1,74,0.0,11.0,0.1
local.yahoo.com,brand/retail,2,74,0.0,10.5,0.8
unitedmfrs.com,brand/retail,1,74,0.0,11.0,0.1
thecutecrochet.com,brand/retail,3,74,0.0,12.3,0.3
kingofcotton.com,brand/retail,6,74,0.0,29.0,0.2
barnesandnoble.com,brand/retail,8,74,0.0,39.4,0.1
bhookedcrochet.com,brand/retail,3,74,0.0,21.0,0.2
hardforum.com,brand/retail,2,74,0.0,11.5,0.2
tubitv.com,brand/retail,1,74,0.0,7.0,0.4
ecozoi.com,brand/retail,1,74,0.0,7.0,0.4
valleypoolspa.com,brand/retail,1,74,0.0,7.0,0.4
usabaseball.com,brand/retail,1,74,0.0,7.0,0.4
academicregalia.herffjones.com,brand/retail,1,74,0.0,7.0,0.4
amandacrochets.com,brand/retail,1,74,0.0,7.0,0.4
johnnysgoods.com,brand/retail,1,74,0.0,7.0,0.4
visit-us.com,brand/retail,1,74,0.0,7.0,0.4
taylorhealthcare.com,brand/retail,1,74,0.0,7.0,0.4
rugman.com,brand/retail,1,74,0.0,7.0,0.4
cherrysind.com,brand/retail,1,74,0.0,7.0,0.4
suiteminded.com,brand/retail,1,74,0.0,7.0,0.4
theinspiredroom.net,brand/retail,1,74,0.0,7.0,0.4
fillingspaces.com,brand/retail,1,74,0.0,7.0,0.4
bethsquiltingquarters.com,brand/retail,1,74,0.0,7.0,0.4
mypurplepicks.com,brand/retail,1,73,0.0,18.0,0.1
mybinding.com,brand/retail,1,73,0.0,18.0,0.1
fitsmallbusiness.com,brand/retail,1,73,0.0,18.0,0.1
paviliongift.com,brand/retail,1,73,0.0,19.0,0.1
sukeen.com,brand/retail,1,73,0.0,19.0,0.1
hiddenroseboutique.com,brand/retail,1,73,0.0,22.0,0.0
oliverwicks.com,brand/retail,7,73,0.0,26.0,0.6
mumsnet.com,brand/retail,8,73,0.0,26.9,0.2
tadashishoji.com,brand/retail,16,73,0.0,49.3,0.3
ginnys.com,brand/retail,7,73,0.0,26.9,0.0
elle.com,publisher,11,73,0.0,35.5,0.2
mednikriverbend.com,brand/retail,4,73,0.0,18.5,0.5
oceanstatejoblot.com,brand/retail,4,73,0.0,14.0,0.4
curvilyfashion.com,brand/retail,2,73,0.0,7.0,0.8
towelspecialties.com,brand/retail,3,73,0.0,21.7,0.6
demilamarie.com,brand/retail,3,72,0.0,26.3,0.1
us.nadinemerabi.com,brand/retail,5,72,0.0,54.2,0.0
lifeisgood.com,brand/retail,2,72,0.0,12.5,0.1
idahoeventrent.com,brand/retail,4,72,0.0,27.2,0.1
gozatowels.com,brand/retail,5,72,0.0,29.6,0.1
softlinens.com,brand/retail,4,72,0.0,13.8,0.2
campway.com,brand/retail,3,72,0.0,10.0,0.6
edwardmartin.com,brand/retail,4,72,0.0,21.8,0.6
1stdibs.com,brand/retail,4,71,0.0,24.0,0.1
modernspacegallery.com,brand/retail,4,71,0.0,32.8,0.1
dictzone.com,brand/retail,2,71,0.0,36.0,0.1
patchwork-europe.eu,brand/retail,1,71,0.0,13.0,0.1
theadvocate.com,brand/retail,1,71,0.0,13.0,0.1
directhomemedical.com,brand/retail,2,71,0.0,13.0,0.1
swash.com,brand/retail,1,71,0.0,13.0,0.1
hydrangeatreehouse.com,brand/retail,1,71,0.0,13.0,0.1
secondgearwnc.com,brand/retail,1,71,0.0,13.0,0.1
monogramonline.com,brand/retail,3,71,0.0,22.3,0.3
bjs.com,brand/retail,8,71,0.0,27.9,0.2
valzia.com,brand/retail,1,71,0.0,8.0,0.3
buffalogames.com,brand/retail,1,71,0.0,8.0,0.3
lenorahome.com,brand/retail,1,71,0.0,8.0,0.3
championchamois.com,brand/retail,1,71,0.0,8.0,0.3
noshbaking.com,brand/retail,1,71,0.0,8.0,0.3
pettigrew-online.com,brand/retail,1,71,0.0,8.0,0.3
teamtowels.net,brand/retail,1,71,0.0,8.0,0.3
audimute.com,brand/retail,1,71,0.0,8.0,0.3
shop.sleepon.us,brand/retail,1,71,0.0,8.0,0.3
knifekits.com,brand/retail,1,71,0.0,8.0,0.3
safaviehhome.com,brand/retail,1,71,0.0,8.0,0.3
thesaddlehouse.com,brand/retail,1,71,0.0,8.0,0.3
sparkleinpink.com,brand/retail,1,71,0.0,8.0,0.3
ultimatetextile.com,brand/retail,1,71,0.0,8.0,0.3
heatherandlittle.com,brand/retail,1,71,0.0,8.0,0.3
lillypulitzer.com,brand/retail,12,71,0.0,30.1,0.9
naplesnews.com,brand/retail,1,70,0.0,24.0,0.0
hannaford.com,brand/retail,3,70,0.0,31.3,0.0
sourceortho.com,brand/retail,1,70,0.0,23.0,0.0
shopwrapsody.com,brand/retail,1,70,0.0,23.0,0.0
paper-luxe.com,brand/retail,1,70,0.0,23.0,0.0
affinityforquilts.com,brand/retail,1,70,0.0,24.0,0.0
alamoquiltshop.com,brand/retail,1,70,0.0,24.0,0.0
quarter-sheets-pizza-club.restaurants-world.net,brand/retail,1,70,0.0,24.0,0.0
thebrassy.com,brand/retail,1,70,0.0,25.0,0.0
coolknobsandpulls.com,brand/retail,1,70,0.0,25.0,0.0
matherhospital.org,brand/retail,1,70,0.0,26.0,0.0
wellspringdesignsquilting.com,brand/retail,1,70,0.0,27.0,0.0
quiltedmoose.com,brand/retail,1,70,0.0,27.0,0.0
orthopedicandlaserspinesurgery.com,brand/retail,1,70,0.0,27.0,0.0
shopeagleeye.com,brand/retail,1,70,0.0,27.0,0.0
thefarmhouseaz.com,brand/retail,1,70,0.0,28.0,0.0
kruusn.com,brand/retail,1,70,0.0,29.0,0.0
friedmanshome.com,brand/retail,1,70,0.0,30.0,0.0
sanlorenzolumber.com,brand/retail,1,70,0.0,30.0,0.0
starlitquilts.com,brand/retail,1,70,0.0,31.0,0.0
mabelstyle.com,brand/retail,1,70,0.0,31.0,0.0
airial.travel,brand/retail,1,70,0.0,31.0,0.0
decorpulses.com,brand/retail,1,70,0.0,31.0,0.0
brownskitchen.com,brand/retail,1,70,0.0,31.0,0.0
dailysteals.com,brand/retail,4,70,0.0,35.5,0.0
positivepromotions.com,brand/retail,6,70,0.0,24.7,0.1
thesewingloftblog.com,brand/retail,6,70,0.0,43.2,0.0
millersdrygoods.com,brand/retail,3,70,0.0,34.7,0.1
onlinehomeshop.com,brand/retail,13,70,0.0,31.2,0.2
pngtree.com,brand/retail,3,70,0.0,12.7,0.3
us.maje.com,brand/retail,1,70,0.0,3.0,0.8
chasubles.com,brand/retail,1,70,0.0,3.0,0.8
vitabaya.com,brand/retail,1,70,0.0,3.0,0.8
bamfstyle.com,brand/retail,1,70,0.0,3.0,0.8
eshop.lrdist.com,brand/retail,2,69,0.0,27.5,0.0
thisisbeauty.us,brand/retail,2,69,0.0,30.0,0.0
shopstarbeauty.com,brand/retail,2,69,0.0,31.0,0.0
ibeautyplace.net,brand/retail,2,69,0.0,32.5,0.0
sleekshop.com,brand/retail,2,69,0.0,34.0,0.0
parachutehomes.us,brand/retail,2,69,0.0,37.5,0.0
pillow-soft.com,brand/retail,2,69,0.0,40.5,0.0
wigsbeautysupply.com,brand/retail,2,69,0.0,42.5,0.0
sarebysbeautysupply.com,brand/retail,2,69,0.0,44.0,0.0
pinkmoongoods.com,brand/retail,2,69,0.0,45.5,0.0
prestigeproductsworldwide.com,brand/retail,2,69,0.0,49.0,0.0
shop.mycountymarket.com,brand/retail,5,69,0.0,21.0,0.4
hush.ca,brand/retail,3,69,0.0,13.3,0.3
sleepcareonline.com,brand/retail,2,69,0.0,19.5,0.1
stacksocial.com,brand/retail,5,69,0.0,32.0,0.1
www3.designindaba.com,brand/retail,7,69,0.0,48.4,0.0
nusso.com,brand/retail,3,69,0.0,18.7,0.1
beta.walmart.com,brand/retail,2,69,0.0,10.0,0.3
camelia.shop,brand/retail,2,69,0.0,13.0,0.2
flamingotoes.com,brand/retail,5,69,0.0,27.8,0.2
swimcore.com,brand/retail,2,69,0.0,9.0,0.8
bluebeeprinting.com,brand/retail,1,68,0.0,14.0,0.1
patterncenter.com,brand/retail,1,68,0.0,14.0,0.1
resmed.com,brand/retail,1,68,0.0,14.0,0.1
tvfinc.com,brand/retail,6,68,0.0,43.5,0.0
thecleaningstation.com,brand/retail,1,68,0.0,14.0,0.1
gearx.com,brand/retail,1,68,0.0,14.0,0.1
lacasitadelabruja.com,brand/retail,12,68,0.0,39.0,0.1
dock86.com,brand/retail,4,68,0.0,23.0,0.5
ilovequiltingforever.com,brand/retail,11,68,0.0,38.2,0.1
printful.com,brand/retail,6,68,0.0,29.3,0.1
simplesimonandco.com,brand/retail,2,68,0.0,14.0,0.5
vintagedancer.com,brand/retail,3,68,0.0,11.0,0.9
stitchinsistersq.com,brand/retail,2,67,0.0,23.0,0.1
rensup.com,brand/retail,2,67,0.0,25.5,0.1
goodmorningamerica.com,brand/retail,6,67,0.0,47.0,0.1
grandinroad.com,brand/retail,6,67,0.0,21.0,0.1
shescraftyandsheknowsit.com,brand/retail,6,67,0.0,34.0,0.0
jonathanstevens.com,brand/retail,2,67,0.0,14.5,0.2
wendypoole.com,brand/retail,2,67,0.0,14.0,0.1
mrphome.com,brand/retail,9,67,0.0,59.4,0.0
academybrand.com,brand/retail,25,67,0.0,43.2,0.0
maxshineusa.com,brand/retail,2,67,0.0,9.0,0.4
thefabricofourlives.com,brand/retail,4,67,0.0,29.2,0.4
linentrail.com,brand/retail,16,67,0.0,32.1,0.2
runnings.com,brand/retail,5,67,0.0,14.6,0.7
postmates.com,brand/retail,2,67,0.0,7.5,0.7
americanhome.com,brand/retail,4,66,0.0,30.2,0.1
sundaybedding.com,brand/retail,2,66,0.0,22.0,0.0
luxedecor.com,brand/retail,6,66,0.0,45.5,0.0
hardtofindsheets.com,brand/retail,5,66,0.0,32.6,0.1
awbridal.com,brand/retail,8,66,0.0,26.8,0.2
junasleep.com,brand/retail,2,66,0.0,17.5,0.1
conniekresin.com,brand/retail,7,66,0.0,36.1,0.1
sleepavo.com,brand/retail,5,66,0.0,21.4,0.2
threadtalk.com,brand/retail,3,66,0.0,12.0,0.4
hoshylafarms.com,brand/retail,1,66,0.0,9.0,0.2
heylovetexas.com,brand/retail,1,66,0.0,9.0,0.2
pillow-haven.com,brand/retail,1,66,0.0,9.0,0.2
chimayotrading.com,brand/retail,1,66,0.0,9.0,0.2
centurymats.com,brand/retail,1,66,0.0,9.0,0.2
tetontradecloth.com,brand/retail,1,66,0.0,9.0,0.2
amishoutletstore.com,brand/retail,1,66,0.0,9.0,0.2
linens-n-things.myprosandcons.com,brand/retail,1,66,0.0,9.0,0.2
christybhome.com,brand/retail,3,66,0.0,19.7,0.6
wholesaleartsframes.com,brand/retail,2,66,0.0,17.0,0.4
chairliving.com,brand/retail,1,66,0.0,4.0,0.7
bluerosepottery.com,brand/retail,1,66,0.0,4.0,0.7
shloofpillow.com,brand/retail,1,66,0.0,4.0,0.7
theproductboxes.com,brand/retail,1,66,0.0,4.0,0.7
campaddict.com,brand/retail,1,66,0.0,4.0,0.7
verlo.com,brand/retail,3,66,0.0,19.7,0.8
themattressnation.com,brand/retail,1,66,0.0,4.0,0.7
luxebco.com,brand/retail,1,66,0.0,4.0,0.7
minervabeauty.com,brand/retail,1,66,0.0,4.0,0.7
onceagainhome.com,brand/retail,1,66,0.0,4.0,0.7
solioutdoors.com,brand/retail,1,66,0.0,4.0,0.7
sarahhearts.com,brand/retail,1,66,0.0,4.0,0.7
mosshomeusa.com,brand/retail,1,66,0.0,4.0,0.7
theunlimitedstitch.com,brand/retail,1,66,0.0,4.0,0.7
mallonbacka.com,brand/retail,1,66,0.0,4.0,0.7
archive.studio-mcgee.com,brand/retail,1,66,0.0,4.0,0.7
medcline.co.uk,brand/retail,1,66,0.0,4.0,0.7
carstensinc.com,brand/retail,1,66,0.0,4.0,0.7
vons.com,brand/retail,1,66,0.0,4.0,0.7
wilfordandlee.com,brand/retail,1,66,0.0,4.0,0.7
basin.com,brand/retail,1,66,0.0,4.0,0.7
transforminghealthct.com,brand/retail,1,66,0.0,4.0,0.7
kimatv.com,brand/retail,1,66,0.0,4.0,0.7
ableclothing.com,brand/retail,1,66,0.0,4.0,0.7
swim2000.com,brand/retail,2,66,0.0,5.5,1.1
whatnaturalslove.com,brand/retail,2,66,0.0,4.5,1.3
inspire.com,brand/retail,1,65,0.0,20.0,0.1
flannelgo.com,brand/retail,4,65,0.0,49.8,0.0
sayyesbedding.com,brand/retail,7,65,0.0,30.7,0.1
soothingcompany.com,brand/retail,3,65,0.0,23.7,0.1
heirloomedcollection.com,brand/retail,2,65,0.0,21.0,0.1
titanker.com,brand/retail,2,65,0.0,26.5,0.0
tshirtquilt.nyc,brand/retail,2,65,0.0,29.0,0.0
feerielingerie.com,brand/retail,8,65,0.0,22.0,0.2
discoveryfabrics.com,brand/retail,3,65,0.0,19.0,0.1
study.com,brand/retail,4,65,0.0,32.2,0.1
dmesupplyusa.com,brand/retail,4,65,0.0,23.0,0.7
autoseatskins.com,brand/retail,3,65,0.0,15.7,0.2
thebritishblanketcompany.com,brand/retail,4,65,0.0,13.5,0.7
vintagesewingpatterncompany.com,brand/retail,2,65,0.0,7.0,0.8
direct.asda.com,brand/retail,13,65,0.0,42.9,0.9
pasweetdreams.com,brand/retail,2,65,0.0,12.5,1.0
xotheblanket.com,brand/retail,1,64,0.0,16.0,0.1
grove.co,brand/retail,1,64,0.0,16.0,0.1
lifeprofitness.com,brand/retail,1,64,0.0,16.0,0.1
riomedicalus.com,brand/retail,1,64,0.0,17.0,0.1
ibtimes.com,brand/retail,1,64,0.0,17.0,0.1
skinact.com,brand/retail,1,64,0.0,17.0,0.1
agbarnquilts.com,brand/retail,1,64,0.0,17.0,0.1
modernnursery.com,brand/retail,1,64,0.0,17.0,0.1
farwestcollective.com,brand/retail,1,64,0.0,17.0,0.1
nodnalco.com,brand/retail,2,64,0.0,20.5,0.4
furnifindusa.com,brand/retail,4,64,0.0,54.0,0.0
riverisland.com,brand/retail,7,64,0.0,52.1,0.0
madeinaday.com,brand/retail,2,64,0.0,12.5,0.1
lusystore.com,brand/retail,10,64,0.0,16.3,0.5
edwardsevents.com,brand/retail,2,64,0.0,14.0,0.1
allurepartyrentals.com,brand/retail,6,64,0.0,37.5,0.0
primetimepartyrental.com,brand/retail,3,64,0.0,21.7,0.1
cliffsnotes.com,brand/retail,2,64,0.0,12.0,0.2
evaia.com,brand/retail,4,64,0.0,19.2,0.1
whiteclassic.com,brand/retail,10,64,0.0,27.7,0.2
ecotradecompany.com,brand/retail,9,64,0.0,33.7,0.3
armynavymarinestore.com,brand/retail,1,64,0.0,6.0,0.5
sectionhiker.com,brand/retail,2,64,0.0,11.5,0.6
generationloveclothing.com,brand/retail,1,64,0.0,6.0,0.5
luthsports.org,brand/retail,1,64,0.0,6.0,0.5
huskyliners.com,brand/retail,1,64,0.0,6.0,0.5
hedleyandbennett.com,brand/retail,1,64,0.0,6.0,0.5
convaquip.com,brand/retail,1,64,0.0,6.0,0.5
thewaywoodworking.com,brand/retail,1,64,0.0,6.0,0.5
shop.sarahhearts.com,brand/retail,1,64,0.0,6.0,0.5
crossroadshospice.com,brand/retail,1,64,0.0,6.0,0.5
cactuscudlz.com,brand/retail,1,64,0.0,6.0,0.5
tompkinschiropractic.com,brand/retail,1,64,0.0,6.0,0.5
juliasbookcase.com,brand/retail,1,64,0.0,6.0,0.5
havenwellwithin.com,brand/retail,9,64,0.0,24.9,0.2
gathre.com,brand/retail,1,64,0.0,6.0,0.5
sheetmusicplus.com,brand/retail,1,64,0.0,6.0,0.5
sewthedistance.com,brand/retail,1,64,0.0,6.0,0.5
theplainneedlewoman.com,brand/retail,1,64,0.0,6.0,0.5
celsious.com,brand/retail,1,64,0.0,6.0,0.5
wordswithfriendscheat.io,brand/retail,1,64,0.0,6.0,0.5
mimisnugglecompany.com,brand/retail,1,64,0.0,6.0,0.5
archtoolbox.com,brand/retail,1,64,0.0,6.0,0.5
healthandcare.co.uk,brand/retail,2,64,0.0,7.0,0.8
garageclothing.com,brand/retail,2,64,0.0,15.0,0.6
kristynewengland.com,brand/retail,2,64,0.0,6.0,1.0
mattressstoreslosangeles.com,brand/retail,4,63,0.0,48.0,0.0
downtoground.co,brand/retail,2,63,0.0,31.0,0.0
amradield.com,brand/retail,2,63,0.0,50.5,0.0
hinative.com,brand/retail,4,63,0.0,22.8,0.1
survivalgear.us,brand/retail,2,63,0.0,27.0,0.1
airstreamsupplycompany.com,brand/retail,4,63,0.0,25.0,0.1
canningvale.com,brand/retail,7,63,0.0,38.1,0.2
crocht.com,brand/retail,8,63,0.0,33.4,0.1
dormbedding.com,brand/retail,6,63,0.0,48.8,0.0
yorkshirebedding.co.uk,brand/retail,8,63,0.0,28.5,0.2
lovetender.ly,brand/retail,2,63,0.0,11.5,0.2
threadwell.net,brand/retail,2,63,0.0,23.0,0.3
roomanddecor.com,brand/retail,19,63,0.0,29.0,0.2
fr.boohoo.com,brand/retail,2,63,0.0,7.0,0.9
funeralprints.com,brand/retail,3,62,0.0,32.3,0.0
fivebrotherworkwear.com,brand/retail,2,62,0.0,45.5,0.0
calfast.shop,brand/retail,2,62,0.0,47.5,0.0
underyours.com,brand/retail,3,62,0.0,38.7,0.1
sunvalleysaunas.com,brand/retail,2,62,0.0,16.0,0.1
america-galindez.com,brand/retail,2,62,0.0,23.0,0.0
texastshirtquilts.com,brand/retail,2,62,0.0,25.5,0.0
vaulia.com,brand/retail,2,62,0.0,27.5,0.0
mapleleafquiltingcompany.com,brand/retail,2,62,0.0,31.5,0.0
showercurtains4less.com,brand/retail,2,62,0.0,31.5,0.0
famcut.com,brand/retail,2,62,0.0,32.0,0.0
semfri.com,brand/retail,2,62,0.0,33.0,0.0
sewfabulousquilts.com,brand/retail,2,62,0.0,34.5,0.0
sterlingsewing.com,brand/retail,2,62,0.0,38.5,0.0
tshirtquiltcafe.com,brand/retail,2,62,0.0,39.5,0.0
linguee.es,brand/retail,2,62,0.0,42.0,0.0
in-cal-king.comforterset.org,brand/retail,2,62,0.0,46.5,0.0
sewingmachinesplus.com,brand/retail,2,62,0.0,47.0,0.0
threegirlsquilting.com,brand/retail,2,62,0.0,50.5,0.0
mattress-reviews.com,brand/retail,2,62,0.0,52.0,0.0
grandgoldman.com,brand/retail,2,62,0.0,54.0,0.0
memorybarnstudio.com,brand/retail,2,62,0.0,55.0,0.0
quiltlab.co,brand/retail,2,62,0.0,55.0,0.0
kneedle.com,brand/retail,2,62,0.0,56.5,0.0
laelspanish.com,brand/retail,2,62,0.0,56.5,0.0
marmiequilting.com,brand/retail,2,62,0.0,57.5,0.0
stitchinitupquiltshop.com,brand/retail,2,62,0.0,57.5,0.0
ecos.com,brand/retail,1,62,0.0,15.0,0.1
villagesewing.com,brand/retail,2,62,0.0,58.5,0.0
machinio.com,brand/retail,2,62,0.0,60.0,0.0
texasquiltmuseum.org,brand/retail,2,62,0.0,19.5,0.1
reclineandsleep.com,brand/retail,4,62,0.0,30.0,0.0
theyellowdwelling.com,brand/retail,1,62,0.0,15.0,0.1
merimeri.com,brand/retail,1,62,0.0,15.0,0.1
threadmadehome.com,brand/retail,1,62,0.0,15.0,0.1
helloeelo.com,brand/retail,3,62,0.0,23.0,0.1
mytowels.net,brand/retail,3,62,0.0,45.7,0.0
melangehome.com,brand/retail,2,62,0.0,11.5,0.1
bittersweetquilts.com,brand/retail,2,62,0.0,12.5,0.2
technisportusa.com,brand/retail,2,62,0.0,15.0,0.2
youcustomizeit.com,brand/retail,6,62,0.0,21.5,0.2
wwd.com,brand/retail,8,62,0.0,19.4,0.9
vivid.care,brand/retail,2,62,0.0,10.5,0.7
gifts.com,brand/retail,5,62,0.0,28.4,0.1
costco.ca,brand/retail,8,62,0.0,33.9,0.3
honestlywtf.com,brand/retail,2,62,0.0,12.0,0.6
skinworldwide.com,brand/retail,2,62,0.0,8.0,0.6
theeiderdown.com,brand/retail,2,62,0.0,8.5,0.7
betsyandadam.com,brand/retail,16,61,0.0,39.4,0.1
steepandcheap.com,brand/retail,1,61,0.0,12.0,0.1
guides.library.uab.edu,brand/retail,1,61,0.0,12.0,0.1
sharpseed.com,brand/retail,1,61,0.0,12.0,0.1
pallipartners.com,brand/retail,1,61,0.0,12.0,0.1
pactex.com,brand/retail,1,61,0.0,12.0,0.1
sleepcenter.net,brand/retail,5,61,0.0,34.4,0.0
tuhomefurniture.com,brand/retail,1,61,0.0,12.0,0.1
medicinenet.com,brand/retail,1,61,0.0,10.0,0.1
erinphraner.com,brand/retail,1,61,0.0,10.0,0.1
bannerbuzz.com,brand/retail,1,61,0.0,10.0,0.1
teainateacup.wordpress.com,brand/retail,1,61,0.0,10.0,0.1
idolinens.com,brand/retail,1,61,0.0,10.0,0.1
jjcareusa.com,brand/retail,1,61,0.0,10.0,0.1
picknsave.com,brand/retail,1,61,0.0,10.0,0.1
waterfordeventrentals.com,brand/retail,1,61,0.0,10.0,0.1
texanmattress.com,brand/retail,1,61,0.0,10.0,0.1
vintagewineshoppe.net,brand/retail,1,61,0.0,10.0,0.1
thefreshgrocer.com,brand/retail,1,61,0.0,10.0,0.1
canvasprints.com,brand/retail,1,61,0.0,10.0,0.1
specialevents.ca,brand/retail,1,61,0.0,10.0,0.1
greereventrentals.com,brand/retail,1,61,0.0,10.0,0.1
allardusa.com,brand/retail,1,61,0.0,7.0,0.4
jenniferbeckstrand.com,brand/retail,1,61,0.0,7.0,0.4
coffee.stackexchange.com,brand/retail,1,61,0.0,7.0,0.4
respshop.com,brand/retail,1,61,0.0,7.0,0.4
ruggable.co.uk,brand/retail,1,61,0.0,7.0,0.4
buyersproducts.com,brand/retail,1,61,0.0,7.0,0.4
berninaofnaperville.com,brand/retail,1,61,0.0,7.0,0.4
anifurry.com,brand/retail,1,61,0.0,7.0,0.4
amybrownscience.com,brand/retail,1,61,0.0,7.0,0.4
tqgva.org,brand/retail,1,61,0.0,7.0,0.4
arrowhead-equipment.com,brand/retail,1,61,0.0,7.0,0.4
thewoollythistle.com,brand/retail,1,61,0.0,7.0,0.4
lippert.com,brand/retail,1,61,0.0,7.0,0.4
crochetcrosiahome.blogspot.com,brand/retail,1,61,0.0,7.0,0.4
earplugstore.com,brand/retail,1,61,0.0,5.0,0.6
michigan.org,brand/retail,1,61,0.0,5.0,0.6
landofpillows.com,brand/retail,3,61,0.0,15.3,0.6
glinenworld.com,brand/retail,1,61,0.0,5.0,0.6
hansetextil.com,brand/retail,1,61,0.0,5.0,0.6
