domain,category,keywords_in_space,etv_in_space,traffic_share_pct,avg_position,visibility
overthemoon.com,brand/retail,3,15,0.0,14.7,0.2
lotika.store,brand/retail,1,15,0.0,7.0,0.4
clubmonaco.com,brand/retail,5,15,0.0,21.4,0.3
autom.com,brand/retail,1,15,0.0,7.0,0.4
grabcad.com,brand/retail,1,15,0.0,7.0,0.4
amania-afrik.com,brand/retail,1,15,0.0,7.0,0.4
sail.ca,brand/retail,1,15,0.0,7.0,0.4
cocodechom.com,brand/retail,1,15,0.0,7.0,0.4
oyemwen.com,brand/retail,1,15,0.0,7.0,0.4
animeape.com,brand/retail,1,15,0.0,7.0,0.4
bluefishclothing.com,brand/retail,1,15,0.0,7.0,0.4
venustas.com,brand/retail,1,15,0.0,7.0,0.4
stmaryofegypt.net,brand/retail,1,15,0.0,7.0,0.4
recycledlovers.com,brand/retail,1,15,0.0,7.0,0.4
biscuit-home.com,brand/retail,2,15,0.0,14.0,0.3
crosswordtracker.com,brand/retail,1,15,0.0,7.0,0.4
sundarisilks.com,brand/retail,1,15,0.0,7.0,0.4
vogue.co.uk,brand/retail,2,15,0.0,9.0,0.5
1861.ca,brand/retail,1,15,0.0,7.0,0.4
mamapedia.com,brand/retail,1,14,0.0,23.0,0.0
facecradle.com,brand/retail,1,14,0.0,24.0,0.0
cantexdistribution.com,brand/retail,1,14,0.0,24.0,0.0
seaportquilters.org,brand/retail,1,14,0.0,24.0,0.0
sweetyhigh.com,brand/retail,1,14,0.0,24.0,0.0
bernaty.com,brand/retail,1,14,0.0,25.0,0.0
materialkitchen.com,brand/retail,1,14,0.0,25.0,0.0
mojavefarmsquiltingco.com,brand/retail,1,14,0.0,25.0,0.0
curtaintimeonline.com,brand/retail,1,14,0.0,25.0,0.0
thediydreamer.com,brand/retail,1,14,0.0,26.0,0.0
millikentablelinens.com,brand/retail,1,14,0.0,26.0,0.0
serigrafiaorfila.com,brand/retail,1,14,0.0,26.0,0.0
austincurtains.com,brand/retail,1,14,0.0,26.0,0.0
corianderquilts.com,brand/retail,1,14,0.0,27.0,0.0
academy.dornayeabi.com,brand/retail,1,14,0.0,27.0,0.0
kawarthaquiltingandsewing.com,brand/retail,1,14,0.0,27.0,0.0
letstrade.com,brand/retail,1,14,0.0,27.0,0.0
jinchanhome.com,brand/retail,1,14,0.0,27.0,0.0
apollodraperies.com,brand/retail,1,14,0.0,27.0,0.0
fabricland.ca,brand/retail,1,14,0.0,28.0,0.0
floridaselectrentals.com,brand/retail,1,14,0.0,28.0,0.0
ssperfect.com,brand/retail,1,14,0.0,28.0,0.0
libausa.com,brand/retail,1,14,0.0,28.0,0.0
lawinsider.com,brand/retail,1,14,0.0,28.0,0.0
robinpickens.com,brand/retail,1,14,0.0,29.0,0.0
banquettablespro.com,brand/retail,1,14,0.0,29.0,0.0
fabfitfun.com,brand/retail,1,14,0.0,29.0,0.0
fashiondistrict.org,brand/retail,1,14,0.0,29.0,0.0
english.stackexchange.com,brand/retail,1,14,0.0,29.0,0.0
saltandcreek.com,brand/retail,1,14,0.0,30.0,0.0
farmhouseforthesoul.com,brand/retail,1,14,0.0,30.0,0.0
stylequartershome.com,brand/retail,1,14,0.0,30.0,0.0
familyfocusblog.com,brand/retail,1,14,0.0,31.0,0.0
morristextiles.com,brand/retail,1,14,0.0,31.0,0.0
electric-blankets.electricblanketsi.com,brand/retail,1,14,0.0,31.0,0.0
boringbest.com,brand/retail,1,14,0.0,31.0,0.0
farmhousekitchenandbath.com,brand/retail,1,14,0.0,31.0,0.0
quiltedlullabies.com,brand/retail,1,14,0.0,32.0,0.0
keylalatkinsoni2.tumblr.com,brand/retail,1,14,0.0,32.0,0.0
bungalow.com,brand/retail,1,14,0.0,32.0,0.0
blindstogo.com,brand/retail,1,14,0.0,32.0,0.0
hallstromhome.com,brand/retail,1,14,0.0,32.0,0.0
frugalcouponliving.com,brand/retail,1,14,0.0,33.0,0.0
lauratrevey.com,brand/retail,1,14,0.0,33.0,0.0
english4hotels.com,brand/retail,1,14,0.0,33.0,0.0
zsupplyclothing.com,brand/retail,1,14,0.0,34.0,0.0
restaurantproducts.us,brand/retail,1,14,0.0,34.0,0.0
bysophialee.com,brand/retail,1,14,0.0,34.0,0.0
needllove.com,brand/retail,1,14,0.0,35.0,0.0
comfitime.com,brand/retail,1,14,0.0,35.0,0.0
worldofcurtain.com,brand/retail,1,14,0.0,35.0,0.0
willamere.com,brand/retail,1,14,0.0,35.0,0.0
108quiltbackings.com,brand/retail,1,14,0.0,36.0,0.0
polyester-fabric.shower-curtain.org,brand/retail,1,14,0.0,36.0,0.0
hopeandbooth.com,brand/retail,1,14,0.0,36.0,0.0
bookmydrones.com,brand/retail,2,14,0.0,35.0,0.0
healthyandactive.com,brand/retail,2,14,0.0,46.5,0.0
affinityhomemedical.com,brand/retail,3,14,0.0,43.3,0.0
teskeys.com,brand/retail,2,14,0.0,28.0,0.0
jersylinen.com,brand/retail,4,14,0.0,40.2,0.0
knitlikegranny.com,brand/retail,2,14,0.0,42.5,0.0
knitting.com,brand/retail,2,14,0.0,43.0,0.0
polysleep.ca,brand/retail,2,14,0.0,52.0,0.0
arrontop.com,brand/retail,4,14,0.0,48.2,0.0
stockpilingmoms.com,brand/retail,1,14,0.0,13.0,0.1
baldwinsupply.com,brand/retail,1,14,0.0,13.0,0.1
leaderaccessories.com,brand/retail,1,14,0.0,13.0,0.1
linenalley.com,brand/retail,2,14,0.0,23.5,0.1
bibliotecaoscura.com,brand/retail,6,14,0.0,50.5,0.0
electricblanket.net,brand/retail,1,14,0.0,12.0,0.1
oneweekbath.com,brand/retail,1,14,0.0,12.0,0.1
beckhamhotelcollectionclub.com,brand/retail,1,14,0.0,12.0,0.1
runnersworld.com,brand/retail,1,14,0.0,13.0,0.1
specialneedsforspecialkids.org,brand/retail,1,14,0.0,13.0,0.1
blueskysupplies.com,brand/retail,1,14,0.0,13.0,0.1
grannybsquiltshop.com,brand/retail,1,14,0.0,13.0,0.1
amerock.com,brand/retail,1,14,0.0,13.0,0.1
sleekbyhailey.com,brand/retail,1,14,0.0,13.0,0.1
theroyalstandard.com,brand/retail,2,14,0.0,18.0,0.1
popellashop.com,brand/retail,3,14,0.0,28.3,0.1
imusic-school.com,brand/retail,1,14,0.0,12.0,0.1
shop.gessato.com,brand/retail,1,14,0.0,12.0,0.1
cottagequiltingonline.com,brand/retail,1,14,0.0,12.0,0.1
fumcrb.org,brand/retail,1,14,0.0,12.0,0.1
gfsstore.com,brand/retail,1,14,0.0,12.0,0.1
thesleepcity.com,brand/retail,1,14,0.0,12.0,0.1
www-tcad.stanford.edu,brand/retail,1,14,0.0,12.0,0.1
tvstoreonline.com,brand/retail,1,14,0.0,13.0,0.1
zjmeixin.com,brand/retail,1,14,0.0,13.0,0.1
essentialaids.com,brand/retail,4,14,0.0,27.5,0.0
mh-chine.com,brand/retail,3,14,0.0,40.0,0.1
worksheets.clipart-library.com,brand/retail,4,14,0.0,60.5,0.0
measurabilities.com,brand/retail,4,14,0.0,25.5,0.1
therange.co.uk,brand/retail,8,14,0.0,40.0,0.0
agingcanyon.com,brand/retail,5,14,0.0,42.0,0.0
aipcontractor.com,brand/retail,5,14,0.0,63.8,0.0
feelscomfort.com,brand/retail,4,14,0.0,64.2,0.0
elderlyfallsprevention.com,brand/retail,6,14,0.0,66.5,0.0
seniorlivinghelp.co,brand/retail,5,14,0.0,66.8,0.0
withnothingunderneath.com,brand/retail,3,14,0.0,13.7,0.2
twigsandhoney.com,brand/retail,2,14,0.0,13.0,0.2
bathenshop.com,brand/retail,3,14,0.0,34.7,0.3
vanillaunderground.com,brand/retail,1,14,0.0,8.0,0.3
lorenzouomo.com,brand/retail,1,14,0.0,8.0,0.3
currentboutique.com,brand/retail,1,14,0.0,8.0,0.3
themodestman.com,brand/retail,1,14,0.0,8.0,0.3
anthonysfla.com,brand/retail,1,14,0.0,8.0,0.3
hyblankets.com,brand/retail,1,14,0.0,8.0,0.3
hypebae.com,brand/retail,1,14,0.0,8.0,0.3
shukrclothing.com,brand/retail,1,14,0.0,8.0,0.3
dealbeds.com,brand/retail,1,13,0.0,20.0,0.1
fivestarfonts.com,brand/retail,1,13,0.0,20.0,0.1
casaamore-international.com,brand/retail,2,13,0.0,31.0,0.0
ifonlyhome.com,brand/retail,6,13,0.0,41.8,0.0
dtftransfers.com,brand/retail,2,13,0.0,49.0,0.1
lifestyleforreallife.com,brand/retail,2,13,0.0,24.0,0.0
thelinenscompany.com,brand/retail,2,13,0.0,26.5,0.0
samedayrushprinting.com,brand/retail,2,13,0.0,42.0,0.0
thirdwavecoffeeroasters.com,brand/retail,1,13,0.0,14.0,0.1
pipsupply.com,brand/retail,1,13,0.0,14.0,0.1
integratedmedicalonline.com,brand/retail,1,13,0.0,14.0,0.1
bostongear.com,brand/retail,1,13,0.0,14.0,0.1
mugteeco.com,brand/retail,1,13,0.0,14.0,0.1
getyarn.io,brand/retail,3,13,0.0,23.0,0.1
duvet-pillow.com,brand/retail,5,13,0.0,43.4,0.1
thewoolart.com,brand/retail,1,13,0.0,14.0,0.1
antonyblaikie.weebly.com,brand/retail,1,13,0.0,14.0,0.1
garagejournal.com,brand/retail,1,13,0.0,14.0,0.1
quiltslikecrazy.com,brand/retail,1,13,0.0,14.0,0.1
alpkit.com,brand/retail,1,13,0.0,14.0,0.1
thewoolcompany.co.uk,brand/retail,3,13,0.0,34.0,0.1
modcloth.com,brand/retail,7,13,0.0,56.9,0.0
esquim.com,brand/retail,3,13,0.0,31.7,0.1
silkyu.au,brand/retail,4,13,0.0,46.5,0.0
regalteak.com,brand/retail,3,13,0.0,21.7,0.1
pdf.lowes.com,brand/retail,2,13,0.0,19.0,0.1
burlington.com,brand/retail,4,13,0.0,49.5,0.1
vazasilk.com,brand/retail,3,13,0.0,42.3,0.1
schoolfix.com,brand/retail,2,13,0.0,16.5,0.1
villohome.com,brand/retail,5,13,0.0,42.6,0.0
dormivapillows.com,brand/retail,5,13,0.0,53.4,0.0
photoworkout.com,brand/retail,2,13,0.0,17.5,0.1
quiltedtwins.com,brand/retail,2,13,0.0,18.0,0.1
circuitbreak.shop,brand/retail,4,13,0.0,35.2,0.0
weaveessentials.com,brand/retail,4,13,0.0,39.5,0.0
hair.com,brand/retail,4,13,0.0,32.5,0.1
dailycaring.com,brand/retail,2,13,0.0,16.5,0.1
beautylish.com,brand/retail,5,13,0.0,56.8,0.0
doreandrose.com,brand/retail,5,13,0.0,30.0,0.1
cappelsinc.com,brand/retail,2,13,0.0,16.0,0.1
wheretobuyamattress.com,brand/retail,5,13,0.0,33.0,0.1
beddingandbeyond.com,brand/retail,5,13,0.0,18.0,0.2
flomattress.com,brand/retail,2,13,0.0,16.5,0.1
bedblock.co,brand/retail,1,13,0.0,9.0,0.2
casstastropheshop.com,brand/retail,1,13,0.0,9.0,0.2
swimoutlet.com,brand/retail,3,13,0.0,22.7,0.1
bedheadpjs.com,brand/retail,4,13,0.0,23.2,0.2
ssense.com,brand/retail,3,13,0.0,14.7,0.2
swimsuitsforall.com,brand/retail,2,13,0.0,13.0,0.2
makeyourownjeans.com,brand/retail,1,13,0.0,9.0,0.2
derincollection.com,brand/retail,1,13,0.0,9.0,0.2
signaturelittleones.com,brand/retail,1,13,0.0,9.0,0.2
heavenlyessentials.us,brand/retail,1,13,0.0,9.0,0.2
shop.vikings.com,brand/retail,1,13,0.0,9.0,0.2
lutzgohome.com,brand/retail,2,13,0.0,7.5,0.7
dreadshop.com,brand/retail,1,13,0.0,6.0,0.5
homeandharmony.co,brand/retail,1,12,0.0,21.0,0.0
livinglesh.com,brand/retail,1,12,0.0,21.0,0.0
byregroup.com,brand/retail,1,12,0.0,21.0,0.0
iqlinens.com,brand/retail,1,12,0.0,22.0,0.0
villacotton.com,brand/retail,2,12,0.0,35.5,0.0
bluebellgray.com,brand/retail,4,12,0.0,39.5,0.0
swaddleokc.com,brand/retail,1,12,0.0,16.0,0.1
onuia-eu.com,brand/retail,1,12,0.0,17.0,0.1
allthingsbaby.com,brand/retail,1,12,0.0,17.0,0.1
mashable.com,brand/retail,2,12,0.0,41.5,0.0
halleylinen.com,brand/retail,2,12,0.0,56.5,0.0
keithwatanabe.net,brand/retail,1,12,0.0,16.0,0.1
thefoxesden.co.nz,brand/retail,2,12,0.0,48.5,0.0
bluebath.com,brand/retail,2,12,0.0,53.0,0.0
shopcaldwells.com,brand/retail,2,12,0.0,24.0,0.0
dryerdoctors.com,brand/retail,2,12,0.0,25.5,0.0
queen-purple.comforterset.org,brand/retail,2,12,0.0,27.5,0.0
nextdaydtf.com,brand/retail,2,12,0.0,27.5,0.0
personalthrows.com,brand/retail,2,12,0.0,31.5,0.0
shopac.com,brand/retail,2,12,0.0,35.5,0.0
initial-impressions.com,brand/retail,2,12,0.0,35.5,0.0
quilttherapy.com,brand/retail,2,12,0.0,35.5,0.0
juneandvie.com,brand/retail,2,12,0.0,37.0,0.0
supplywarehouse.com,brand/retail,2,12,0.0,37.0,0.0
cafemom.com,brand/retail,2,12,0.0,39.5,0.0
moxyintimates.com,brand/retail,2,12,0.0,41.0,0.0
materialgirlsquilt.com,brand/retail,2,12,0.0,42.0,0.0
oregonfibermill.com,brand/retail,2,12,0.0,42.5,0.0
homebodygiftsandgoods.com,brand/retail,2,12,0.0,43.0,0.0
elegantstrand.com,brand/retail,2,12,0.0,47.0,0.0
dtfgangroll.com,brand/retail,2,12,0.0,47.5,0.0
coralandco.com,brand/retail,2,12,0.0,48.5,0.0
yourcustomtransfers.com,brand/retail,2,12,0.0,49.5,0.0
hausoftrade.com,brand/retail,2,12,0.0,51.5,0.0
firstchoicemobility.com,brand/retail,2,12,0.0,52.0,0.0
dtftransferohio.com,brand/retail,2,12,0.0,53.0,0.0
designers.mineolaknit.com,brand/retail,2,12,0.0,54.0,0.0
magicamerican.com,brand/retail,2,12,0.0,25.5,0.0
en.rugvista.ch,brand/retail,2,12,0.0,31.5,0.0
joyatkits.com,brand/retail,2,12,0.0,31.5,0.0
wowville.com,brand/retail,2,12,0.0,35.0,0.0
northeastfleece.com,brand/retail,2,12,0.0,35.0,0.0
scenariohome.com,brand/retail,2,12,0.0,38.0,0.0
laundryheap.com,brand/retail,2,12,0.0,39.0,0.0
staging.speedqueen.com,brand/retail,2,12,0.0,44.0,0.0
fiberparts.shop,brand/retail,2,12,0.0,45.0,0.0
bubbleslaundryfl.com,brand/retail,2,12,0.0,48.0,0.0
allurebathfashions.co.uk,brand/retail,2,12,0.0,48.0,0.0
crinkleandwrap.com,brand/retail,2,12,0.0,48.0,0.0
eu.tru.earth,brand/retail,2,12,0.0,55.5,0.0
sumolounge.com,brand/retail,1,12,0.0,15.0,0.1
pharmedoc.com,brand/retail,1,12,0.0,15.0,0.1
doubleupsforbeds.com,brand/retail,1,12,0.0,15.0,0.1
igus.com,brand/retail,1,12,0.0,15.0,0.1
thegrommet.com,brand/retail,1,12,0.0,15.0,0.1
constantinesummer.com,brand/retail,1,12,0.0,15.0,0.1
housewifehowtos.com,brand/retail,2,12,0.0,58.0,0.0
shop.brunellocucinelli.com,brand/retail,1,12,0.0,16.0,0.1
saintpaulsplace.com,brand/retail,1,12,0.0,16.0,0.1
ducttapeanddenim.com,brand/retail,1,12,0.0,17.0,0.1
laruglinens.com,brand/retail,1,12,0.0,17.0,0.1
bigzfabric.com,brand/retail,2,12,0.0,20.0,0.1
pngegg.com,brand/retail,2,12,0.0,31.5,0.1
dormestudio.com,brand/retail,7,12,0.0,38.3,0.1
textilemj.com,brand/retail,2,12,0.0,21.5,0.1
aosom.com,brand/retail,2,12,0.0,24.5,0.1
abt.com,brand/retail,1,12,0.0,12.0,0.1
naturalartisanhome.com,brand/retail,1,12,0.0,15.0,0.1
lyricstranslate.com,brand/retail,1,12,0.0,15.0,0.1
store.truetimber.com,brand/retail,1,12,0.0,15.0,0.1
magidglove.com,brand/retail,1,12,0.0,15.0,0.1
homologacaosmc.prefeitura.sp.gov.br,brand/retail,1,12,0.0,15.0,0.1
community.qvc.com,brand/retail,5,12,0.0,22.4,0.2
outdoorsmagic.com,brand/retail,1,12,0.0,15.0,0.1
diamondhomeusa.com,brand/retail,2,12,0.0,17.5,0.1
advancedbedding.com,brand/retail,2,12,0.0,26.5,0.1
partydepotstore.com,brand/retail,2,12,0.0,36.5,0.1
revolutionwoolco.com,brand/retail,3,12,0.0,34.3,0.1
sewingsupport.com,brand/retail,3,12,0.0,63.3,0.0
alateak.com,brand/retail,3,12,0.0,29.0,0.0
teakcraftusa.com,brand/retail,3,12,0.0,34.3,0.0
saleberate.com,brand/retail,3,12,0.0,37.7,0.0
amorecraftylife.com,brand/retail,3,12,0.0,40.0,0.0
fabricsgalore.co.uk,brand/retail,2,12,0.0,20.0,0.1
chem.ucalgary.ca,brand/retail,2,12,0.0,20.5,0.1
fastweb.spcsupply.com,brand/retail,1,12,0.0,12.0,0.1
aqualeisurepoolsandspas.com,brand/retail,1,12,0.0,12.0,0.1
sunbrella.com,brand/retail,1,12,0.0,12.0,0.1
thehealthy.com,brand/retail,2,12,0.0,17.5,0.1
totalrestroom.com,brand/retail,3,12,0.0,22.7,0.1
kingcampoutdoors.com,brand/retail,3,12,0.0,27.0,0.0
thepillowcompanykids.com,brand/retail,3,12,0.0,33.0,0.0
momswhothink.com,brand/retail,3,12,0.0,33.3,0.0
mimishdesigns.com,brand/retail,3,12,0.0,35.0,0.0
buddybagz.com,brand/retail,3,12,0.0,43.7,0.0
therapeuticspinepillows.com,brand/retail,2,12,0.0,20.5,0.1
thelinenstore.com,brand/retail,4,12,0.0,31.2,0.1
bestcoolingpillow.com,brand/retail,4,12,0.0,42.0,0.0
sleepingbaghub.com,brand/retail,3,12,0.0,63.3,0.0
oldranchbrands.com,brand/retail,2,12,0.0,21.0,0.1
shutterflyinc.com,brand/retail,2,12,0.0,21.5,0.1
theloopholefox.com,brand/retail,2,12,0.0,22.0,0.1
fabricsight.com,brand/retail,2,12,0.0,36.5,0.1
michelevarian.com,brand/retail,1,12,0.0,11.0,0.1
room-essentials.com,brand/retail,1,12,0.0,11.0,0.1
shopbeautydepot.com,brand/retail,1,12,0.0,11.0,0.1
shop.littlesleepyhead.com,brand/retail,1,12,0.0,11.0,0.1
gristys.com,brand/retail,1,12,0.0,11.0,0.1
hompkin.com,brand/retail,1,12,0.0,11.0,0.1
crateandbarrel.co.cr,brand/retail,1,12,0.0,11.0,0.1
megababiesusa.com,brand/retail,2,12,0.0,14.5,0.1
bodyproppillows.com,brand/retail,1,12,0.0,11.0,0.1
millerconciergept.com,brand/retail,1,12,0.0,11.0,0.1
thebargainsbasement.com,brand/retail,1,12,0.0,11.0,0.1
m.countryroad.com,brand/retail,5,12,0.0,43.4,0.0
scentfill.com,brand/retail,1,12,0.0,11.0,0.1
fighousestudios.org,brand/retail,1,12,0.0,11.0,0.1
poyst.com,brand/retail,1,12,0.0,11.0,0.1
aspenandfern.co.nz,brand/retail,1,12,0.0,11.0,0.1
reiss.com,brand/retail,5,12,0.0,30.2,0.1
sportsunlimitedinc.com,brand/retail,4,12,0.0,24.2,0.1
hansandvolk.com,brand/retail,2,12,0.0,17.0,0.1
blackdoorstudio.net,brand/retail,1,12,0.0,11.0,0.1
offonclothing.com,brand/retail,5,12,0.0,25.2,0.1
coofandy.com,brand/retail,2,12,0.0,12.5,0.2
marshmellowfabrics.com,brand/retail,3,12,0.0,14.7,0.2
lakeshorelady.com,brand/retail,2,12,0.0,33.5,0.1
kickitrecoverywear.com,brand/retail,2,12,0.0,15.0,0.2
robbreport.com,brand/retail,2,12,0.0,17.0,0.2
sachinandbabi.com,brand/retail,1,12,0.0,7.0,0.4
robeshop.com,brand/retail,1,12,0.0,8.0,0.3
rosieredcorsetry.com,brand/retail,1,12,0.0,8.0,0.3
kimono-passion.com,brand/retail,1,12,0.0,8.0,0.3
tshirtslayer.com,brand/retail,1,12,0.0,8.0,0.3
christianbook.com,brand/retail,1,12,0.0,8.0,0.3
kuhl.com,brand/retail,1,12,0.0,8.0,0.3
revivallclothing.com,brand/retail,1,12,0.0,8.0,0.3
faithgateway.com,brand/retail,1,12,0.0,7.0,0.4
favourbrook.com,brand/retail,1,12,0.0,7.0,0.4
mysaunaworld.com,brand/retail,1,12,0.0,7.0,0.4
stiksen.com,brand/retail,1,12,0.0,7.0,0.4
threadsmagazine.com,brand/retail,1,12,0.0,7.0,0.4
leisurelawnscollection.com,brand/retail,1,12,0.0,8.0,0.3
instantprecieux.fr,brand/retail,1,12,0.0,8.0,0.3
simplysori.com,brand/retail,3,12,0.0,10.0,0.5
catherinedlish.net,brand/retail,1,12,0.0,7.0,0.4
bizjournals.com,brand/retail,1,12,0.0,5.0,0.6
burtuo.com,brand/retail,1,11,0.0,23.0,0.0
logolinens.com,brand/retail,1,11,0.0,23.0,0.0
tablevogue.com,brand/retail,1,11,0.0,24.0,0.0
toothfairydesigns.com,brand/retail,1,11,0.0,25.0,0.0
koolgator.com,brand/retail,1,11,0.0,26.0,0.0
heather-corinne.com,brand/retail,1,11,0.0,26.0,0.0
houndsandhoneys.com,brand/retail,1,11,0.0,27.0,0.0
brown.comforterset.org,brand/retail,1,11,0.0,27.0,0.0
tablecoversnow.com,brand/retail,1,11,0.0,27.0,0.0
theneedletree.com,brand/retail,1,11,0.0,28.0,0.0
bed-center.com,brand/retail,1,11,0.0,28.0,0.0
moverx.ca,brand/retail,1,11,0.0,28.0,0.0
mycoolingstore.com,brand/retail,1,11,0.0,29.0,0.0
ameritexlinen.com,brand/retail,1,11,0.0,29.0,0.0
littlebeam.com,brand/retail,1,11,0.0,30.0,0.0
pocketsoflearning.com,brand/retail,1,11,0.0,30.0,0.0
dcpillow.com,brand/retail,1,11,0.0,31.0,0.0
withjoy.com,brand/retail,1,11,0.0,31.0,0.0
pipeanddrapeonline.com,brand/retail,1,11,0.0,31.0,0.0
shop.myburbank.com,brand/retail,1,11,0.0,32.0,0.0
basementbags.com,brand/retail,1,11,0.0,32.0,0.0
tableclothworld.com,brand/retail,1,11,0.0,32.0,0.0
billebon.com,brand/retail,1,11,0.0,33.0,0.0
gffitnesswear.com,brand/retail,1,11,0.0,33.0,0.0
toytentsandchairs.com,brand/retail,1,11,0.0,33.0,0.0
nanalovesme.com,brand/retail,1,11,0.0,33.0,0.0
industrialsafetygear.com,brand/retail,1,11,0.0,34.0,0.0
thecraftingchicks.com,brand/retail,1,11,0.0,34.0,0.0
p3physio.com,brand/retail,1,11,0.0,34.0,0.0
sleepforeveryone.com,brand/retail,1,11,0.0,34.0,0.0
lannslinens.com,brand/retail,1,11,0.0,34.0,0.0
babycenter.ca,brand/retail,1,11,0.0,35.0,0.0
johnvschultz.com,brand/retail,1,11,0.0,35.0,0.0
asyfurniture.com,brand/retail,1,11,0.0,35.0,0.0
cusheal.com,brand/retail,1,11,0.0,35.0,0.0
elitetrendhq.com,brand/retail,1,11,0.0,36.0,0.0
itsbabybliss.com,brand/retail,1,11,0.0,36.0,0.0
lavingtondesigns.com,brand/retail,1,11,0.0,36.0,0.0
millersofficechairs.com,brand/retail,1,11,0.0,36.0,0.0
prosleepy.com,brand/retail,1,11,0.0,36.0,0.0
ecitydirect.com,brand/retail,2,11,0.0,30.5,0.0
jabbourlinens.com,brand/retail,2,11,0.0,39.0,0.0
hotdeals.com,brand/retail,2,11,0.0,41.0,0.0
authenticcotton.com,brand/retail,2,11,0.0,49.5,0.0
shopsar.com,brand/retail,2,11,0.0,23.5,0.0
newegg.com,brand/retail,2,11,0.0,18.5,0.1
montanaleather.com,brand/retail,2,11,0.0,18.0,0.1
conwaykitchen.com,brand/retail,2,11,0.0,21.0,0.1
zestkitchenshop.com,brand/retail,2,11,0.0,23.0,0.0
cncfabrics.com,brand/retail,2,11,0.0,24.0,0.0
foamily.com,brand/retail,2,11,0.0,24.5,0.0
ecologieliving.com,brand/retail,2,11,0.0,26.5,0.0
nelliesclean.com,brand/retail,2,11,0.0,29.5,0.0
alaskasaltco.com,brand/retail,2,11,0.0,30.0,0.0
buy4lesstuxedo.com,brand/retail,2,11,0.0,30.5,0.1
thegoodfill.co,brand/retail,2,11,0.0,35.0,0.0
marillas.com,brand/retail,2,11,0.0,37.0,0.0
handmademontana.com,brand/retail,2,11,0.0,37.0,0.0
commongoodandco.com,brand/retail,2,11,0.0,39.5,0.0
zimtown.com,brand/retail,2,11,0.0,39.5,0.0
usefullco.com,brand/retail,2,11,0.0,41.5,0.0
purevergreen.com,brand/retail,2,11,0.0,41.5,0.0
minimepillow.com,brand/retail,2,11,0.0,42.5,0.0
mammyssoapco.com,brand/retail,2,11,0.0,45.0,0.0
theunwasteshop.com,brand/retail,2,11,0.0,45.0,0.0
simplyearth.com,brand/retail,2,11,0.0,45.5,0.0
relishdecor.com,brand/retail,2,11,0.0,52.5,0.0
thepartworks.com,brand/retail,1,11,0.0,13.0,0.1
aldireviewer.com,brand/retail,1,11,0.0,13.0,0.1
wonace.com,brand/retail,1,11,0.0,13.0,0.1
campsaver.com,brand/retail,1,11,0.0,13.0,0.1
christeli.com,brand/retail,1,11,0.0,14.0,0.1
ch.pinterest.com,brand/retail,1,11,0.0,14.0,0.1
ecohealthlab.com,brand/retail,1,11,0.0,14.0,0.1
mikeystitchstudio.com,brand/retail,2,11,0.0,25.5,0.1
bedroomcritic.com,brand/retail,3,11,0.0,69.0,0.0
artisticartifacts.com,brand/retail,2,11,0.0,26.5,0.1
linenwash.com,brand/retail,2,11,0.0,39.5,0.0
promeed.com,brand/retail,5,11,0.0,48.0,0.1
8notes.com,brand/retail,1,11,0.0,13.0,0.1
sandhillplastics.com,brand/retail,1,11,0.0,13.0,0.1
thecraftyquilter.com,brand/retail,1,11,0.0,13.0,0.1
stingsports.com,brand/retail,1,11,0.0,13.0,0.1
scrabblegocheat.com,brand/retail,1,11,0.0,13.0,0.1
actionup.com,brand/retail,1,11,0.0,13.0,0.1
createtodonate.org,brand/retail,1,11,0.0,13.0,0.1
progressessentials.com,brand/retail,1,11,0.0,13.0,0.1
stateandliberty.com,brand/retail,1,11,0.0,13.0,0.1
everydaywear.net,brand/retail,1,11,0.0,13.0,0.1
resources.printhandbook.com,brand/retail,1,11,0.0,13.0,0.1
academy.com,brand/retail,1,11,0.0,14.0,0.1
internationaldessertsblog.com,brand/retail,1,11,0.0,14.0,0.1
richterguitar.com,brand/retail,1,11,0.0,14.0,0.1
sandbaggy.com,brand/retail,1,11,0.0,14.0,0.1
kelvin.com,brand/retail,1,11,0.0,14.0,0.1
lacozi.com,brand/retail,1,11,0.0,14.0,0.1
editable-answer-sheet-for-practice.pdffiller.com,brand/retail,1,11,0.0,14.0,0.1
taylorstitch.com,brand/retail,2,11,0.0,18.0,0.1
fightingoutlet.com,brand/retail,1,11,0.0,14.0,0.1
havensleep.com,brand/retail,1,11,0.0,14.0,0.1
susieddesigns.wordpress.com,brand/retail,1,11,0.0,14.0,0.1
genevadistributing.com,brand/retail,1,11,0.0,14.0,0.1
newportcollection.com,brand/retail,1,11,0.0,14.0,0.1
iscream-shop.com,brand/retail,3,11,0.0,33.3,0.0
wipingworld.com,brand/retail,2,11,0.0,19.5,0.1
suitesleep.com,brand/retail,4,11,0.0,37.2,0.0
dailycrochet.com,brand/retail,3,11,0.0,63.3,0.0
yippolabs.com,brand/retail,3,11,0.0,22.3,0.1
nancyzieman.com,brand/retail,3,11,0.0,30.0,0.1
thesofathrowcompany.com,brand/retail,5,11,0.0,32.8,0.1
sleepdelivered.com,brand/retail,5,11,0.0,60.2,0.0
forkandplowlavender.com,brand/retail,1,11,0.0,10.0,0.1
thevalari.co.uk,brand/retail,1,11,0.0,10.0,0.1
truckbedsupplies.com,brand/retail,1,11,0.0,10.0,0.1
